season,player,position,height_cm,stand_cm,weight_kg,jump_cm
2001-02,Jarron Collins,C_PF,206.375,264.16,114.408,73.66
2001-02,Jason Collins,C_PF,208.915,279.4,113.954,72.39
2001-02,Jason Gardner,PG,177.165,234.95,85.352,101.6
2001-02,Jason Richardson,SF_SG,194.945,260.35,96.702,100.33
2001-02,Jerry Green,SG_PG,186.69,251.46,81.266,88.9
2001-02,Jeryl Sasser,SG_PG,196.85,262.89,88.076,86.36
2001-02,Joe Johnson,SF_SG,200.025,266.7,102.604,92.71
2001-02,Joseph Forte,SG,191.77,255.27,87.622,83.82
2001-02,Ken Johnson,C,210.185,278.13,103.058,88.9
2001-02,Kenny Gregory,SF,191.77,256.54,90.8,115.57
2001-02,Kenny Satterfield,PG,185.42,248.92,79.904,83.82
2001-02,Kimani Ffriend,C_PF,207.01,275.59,103.512,83.82
2001-02,Kirk Haston,PF_SF,203.2,269.24,109.868,80.01
2001-02,Kwame Brown,C_PF,208.28,274.32,110.322,83.82
2001-02,Lazaros Papadopoulos,C_PF,208.915,280.67,103.058,66.04
2001-02,Lee Scruggs,PF_SF,208.915,280.67,94.886,74.93
2001-02,Loren Woods,C_PF,215.265,287.02,111.684,71.12
2001-02,Martin Rancik,PF_SF,205.105,260.35,104.42,93.98
2001-02,Maurice Evans,SG,193.675,256.54,100.334,95.25
2001-02,Michael Bradley,PF,207.01,271.78,103.058,76.2
2001-02,Michael Hicks,SG,193.04,255.27,89.438,102.87
2001-02,Michael Wright,PF,200.66,270.51,112.138,85.09
2001-02,Mike Mardesich,C_PF,208.915,275.59,112.138,76.2
2001-02,Nate James,SF,194.945,261.62,88.984,78.74
2001-02,Norman Richardson,SG,191.77,251.46,81.72,90.17
2001-02,Omar Cook,PG,181.61,233.68,85.806,90.17
2001-02,Rashad Phillips,PG,175.26,233.68,75.364,81.28
2001-02,Richard Jefferson,SF,201.295,261.62,101.242,97.79
2001-02,Robb Dryden,C,215.9,280.035,109.414,76.2
2001-02,Rodney White,SF,201.93,265.43,110.322,83.82
2001-02,Ruben Boumtje-Boumtje,C,212.09,281.94,111.23,78.74
2001-02,Ryan Carroll,SF_SG,193.04,251.46,91.708,99.06
2001-02,Sam Clancy,PF,198.755,271.78,109.868,86.36
2001-02,Sean Lampley,SF,196.85,256.54,96.702,101.6
2001-02,Shane Battier,PF_SF,203.835,266.7,103.966,83.82
2001-02,SirValiant Brown,PG,180.34,234.95,79.904,100.33
2001-02,Souleymane Wane,C,204.47,276.86,106.69,77.47
2001-02,Steven Hunter,C_PF,208.915,274.32,101.696,97.79
2001-02,Tate Decker,SF,206.375,271.78,98.972,72.39
2001-02,Tory Walker,SF,200.025,265.43,84.898,83.82
2001-02,Trenton Hassell,SF_SG,193.675,252.73,93.07,95.25
2001-02,Troy Murphy,PF,207.645,267.97,104.42,87.63
2001-02,Troy Ostler,PF_SF,205.105,270.51,90.8,74.93
2001-02,Tyson Chandler,PF_SF,212.09,279.4,101.696,85.09
2001-02,Will Solomon,SG_PG,182.245,252.73,78.088,88.9
2001-02,Zach Marbury,SG_PG,186.055,245.11,83.082,92.71
2000-01,A.J. Granger,SF,201.93,261.62,103.058,86.36
2000-01,A.J. Guyton,SG_PG,184.785,247.65,79.45,95.25
2000-01,Alex Scales,SG_PG,188.595,247.65,83.763,107.95
2000-01,Antonis Fotsis,SF,206.375,269.24,99.426,76.2
2000-01,Aubrey Reese,PG,179.705,240.03,85.806,95.25
2000-01,Bootsy Thornton,SG,191.77,257.81,88.303,78.74
2000-01,Brandon Kurtz,C_PF,207.01,270.51,116.678,
2000-01,Brian Montonati,PF,205.105,269.24,97.61,73.66
2000-01,Caswell Cyrus,PF,202.565,273.05,100.107,95.25
2000-01,Ceedric Goodwyn,PF_SF,198.12,265.43,108.052,
2000-01,Chris Porter,PF_SF,196.85,262.89,97.156,88.9
2000-01,Cory Hightower,SF_SG,196.85,257.81,83.082,87.63
2000-01,Damon Reed,C_PF,204.47,265.43,103.512,80.01
2000-01,Dan Langhi,SF,205.74,264.16,89.665,87.63
2000-01,Dan McClintock,C_PF,210.82,271.78,113.5,88.9
2000-01,Donnell Harvey,PF,201.295,267.97,99.88,82.55
2000-01,Ed Cota,PG,183.515,245.11,85.806,85.09
2000-01,Eddie Gill,PG,182.245,236.22,79.904,97.79
2000-01,Eddie House,SG_PG,182.245,241.3,80.131,97.79
2000-01,Eduardo Najera,PF_SF,199.39,265.43,106.463,88.9
2000-01,Eric Coley,SF_SG,193.04,259.08,93.07,96.52
2000-01,Ernest Brown,C,208.28,278.13,101.015,
2000-01,Gabe Muoneke,PF_SF,198.755,266.7,110.776,86.36
2000-01,Harold Arceneaux,SF_SG,194.31,261.62,99.426,73.66
2000-01,Igor Rakocevic,PG,189.23,254,83.536,86.36
2000-01,Jabari Smith,C_PF,207.645,278.13,109.187,76.2
2000-01,Jacob Jaacks,PF,206.375,267.97,108.052,81.28
2000-01,Jamal Crawford,SG_PG,194.31,260.35,79.45,
2000-01,Jameel Watkins,C_PF,207.01,279.4,111.003,77.47
2000-01,Jaquay Walls,PG,186.055,245.11,75.137,90.17
2000-01,Jarrett Stephens,PF,196.215,261.62,117.132,73.66
2000-01,Jason Hart,PG,187.325,247.65,82.174,85.09
2000-01,Jimmie Hunter,SG_PG,190.5,254,77.18,91.44
2000-01,Johnny Hemsley,SF_SG,189.865,255.27,90.8,88.9
2000-01,Julius Doc Robinson,PG,182.88,242.57,83.536,95.25
2000-01,Justin Love,SG_PG,186.69,247.65,93.297,97.79
2000-01,Karim Shabazz,C,212.09,283.21,101.696,71.12
2000-01,Kenyon Jones,C_PF,205.74,274.32,128.028,76.2
2000-01,Khalid El-Amin,PG,175.26,236.22,90.8,81.28
2000-01,Lamont Barnes,C_PF,204.47,274.32,106.917,74.93
2000-01,Lavor Postell,SG,194.31,257.81,93.07,92.71
2000-01,Malik Allen,C_PF,203.835,276.86,123.034,73.66
2000-01,Marcus Goree,PF_SF,201.93,267.97,108.506,85.09
2000-01,Mario Bland,PF,196.85,261.62,130.298,78.74
2000-01,Mark Karcher,SG,193.04,260.35,98.972,77.47
2000-01,Mark Madsen,PF,203.2,265.43,107.371,85.09
2000-01,Marko Jaric,SF_SG,199.39,264.16,95.34,83.82
2000-01,Matt Santangelo,PG,182.88,238.76,80.358,109.22
2000-01,Matthew Nielsen,PF,205.74,269.24,101.242,73.66
2000-01,Michael Hermon,SG_PG,189.865,250.19,88.53,83.82
2000-01,Michael Redd,SF_SG,194.945,259.08,97.156,78.74
2000-01,Mike Smith,SF,199.39,261.62,89.892,53.34
2000-01,Nate Johnson,SF,199.39,264.16,96.021,85.09
2000-01,Ndongo N'diaye,C,212.09,285.75,94.432,69.85
2000-01,Nick Sheppard,C_PF,207.01,273.05,123.942,64.77
2000-01,Pepe Sanchez,PG,190.5,243.84,88.076,78.74
2000-01,Pete Mickeal,SF_SG,195.58,262.89,100.788,87.63
2000-01,Primoz Brezec,C,215.265,279.4,110.322,74.93
2000-01,Reed Rawlings,SF_SG,198.755,264.16,98.972,85.09
2000-01,Ron Hale,SF_SG,201.93,265.43,91.708,87.63
2000-01,Schea Cotton,SF,193.675,254,99.653,96.52
2000-01,Shaheen Holloway,PG,176.53,231.14,78.996,
2000-01,Speedy Claxton,PG,179.07,240.03,75.364,107.95
2000-01,Terrance Roberson,SF,196.85,262.89,94.886,82.55
2000-01,Vassil Evtimov,PF,207.645,270.51,118.948,72.39
